comments,sentiment
"Thì so sánh ngang giá, lấy cũ so mới để cân bằng về giá. Nói chuyện như kiểu chê TQ tui dỗi à nha. Tiền nào của đó thôi, nói gì nói SP ngta đã được cộng đồng công nhận tin dùng rồi. Còn tại sao các hãng khác nói là làm tốt sao không chiếm được thị phần? Tự mình khen đồ mình, con hát bố mẹ khen hay thì như vậy đúng rồi.",0
Chẳng hiểu iPhone có cái gì xấu mà lắm thằng chê ỏng chê ẹo chửi rủa lắm thế ? Đang dùng ip15 thường thấy nó bình thường mà có tệ lắm đâu “,0
E đang dùng 13prm nên lên 17 prm hay đổi sang s25 ultra trãi nghiệm thử đây a . Samsung có dễ sọc màn ko a e hơi sợ,2
"con đt cảm ứng đầu tiên mình dùng đựơc lâu nhất là galaxy y,từ thpt đến hết cao đẳng. Cho đến bây giờ vẫn thích nhất j7prime và pro",2
"Redmi note 11t pro với realme gt master edition cũ bán với giá khoảng 3 triệu ,thì có đáng mua ko nhỉ. nếu có thì cái nào đáng mua hơn",1
"Mượt bền hay ko do cách sử dụng, xài mà để tràn bộ nhớ, cài lung tung các app chạy ngầm xong chê andoroid lag 😂, sợ nhất mấy khứa đó",0
"mình vẫn đang sùng samsung quantum 2, vẫn rất mượt mà và đỉnh của đỉnh dù giá so với iphone thì rẻ hơn nhiều",2
Đang xem clip bằng Note 10+ bản Mỹ...từ lúc ra mắt đến nay 6 năm rồi...thật sự quá ổn.,2
Galaxy note 10+ ( 2019 ) bộ RAM 12G Bộ nhớ 256GB dùng mượt mà đỉnh của chóp,2
Moi doi sang ios. 16plus.nhieu luc con giat lac bỏ me.,0
A ơi cho mình hỏi. Có nên xài chế độ hên tắt mở nguồn cho đt không a,2
"Giờ iphone 8 plus hiện giờ vẫn 3tr hơn, tom lại mấy ông ba phán câu đó thực chất chưa từng sài flaship Android, tôi sài s10 bản Mỹ hiện tại cũng 5 năm rồi game lq vẫn matseting nhé",0
"A Dương cho em hỏi 8tr5 mua máy nào ok nhất ạ, nhu cầu là mua cho mẹ thông báo và tác dụng fb ytb zl ngân hàng và tik Tok cơ bản không game sài lâu dài, xách tay hay chính hãng, cũ hay mới gì cũng được ạ",2
"Ông chạy grab nên mua con đt zflod 4 giá 4tr đấy chạy đc ngoài đc đấy ( lỗi sọc , mực bé ) nhưng chơi đc cao cấp 3-4 năm 
Ông sony thì nên mua đời đủ nhu cầu giá giảm cực nhanh nên mua cửa hành lẻ thu hàng cầm đồ ý",2
iPhone thương hiệu mõm là vì ifan không chê hết chê xong tông bốc android có nào nói đó,0
iPhone 16e đấy iPhone 17 đổi tên camera 1 mắt nhìn đời,2
Galaxy S9+ dùng vẫn mượt mà 2018 - 2025,1
Xưa mua con gt neo 2t lúc nó mới ra mà giờ vẫn dùng ngon đét =))) mặc dù e có mua thêm 1 chiếc 14promax 2 năm trc nma vẫn dùng con neo2t chạy grab ở nhà xem yt với chơi game ok,2
Mới mua sony 1 mark 2 cũ 2tr6 dùng ngon,2
cho em hỏi giữa iphone 14 pro cũ với iphone 16 cũ thì nên mua con gì ạ,2
"Em chào anh Dương ạ! ❤🎉 như lời tư vấn của a hôm trước em đã mua iphone 17 promax trải nghiệm
Và em cảm thấy nó ko khác quá nhiều về hiệu năng tổng thể so với iphone 16 promax. Thực sự chưa đã và có thể nói là thất vọng về phần bên trong dù biết ngoại hình thay đổi rõ rệt! A Dương thấy sao? À còn cái nữa là pin 17 promax ko trâu hơn quá nhiều so với 16 promax đâu…",0
iPhone xài nóng tí còn giật lang hơn android nhiều,0
"em chào anh Dương! Hiện tại bây giờ tài chính em có 15 triệu, em đang định mua 1 chiếc điện thoại cho thằng em của em.Yêu cầu: chụp đẹp, chơi game liên quân max setting tốt, e thích samsung, nhưng nếu không thì máy tàu cũng được ạ",1
Chào a cho e hỏi giữa a6 pro và a6 pro 5g cả hai đều là bản 8/256 thì nên chọn máy nào ạ...e chạy grap lướt fb và youtube lâu lâu làm vài ván liên quân...e cảm ơn... chúc a nhiều sức khỏe và thành công ạ...,2
"Em đang dùng Ip13prm, hiện tại muốn mua thêm máy phụ là Tecno Pova 7 để làm công việc bán hàng, giao hàng, em phải onscreen nhiều, bật app bán hàng liên tục từ 8h sáng đến 10h tối. thì có đủ phục vụ nhu cầu này không ạ, em cảm ơn",1
"Tôi dùng cả iphone và máy Android nhưng iphone vẫn mượt hơn Android nhé😊,cụ thể là iphone 16 pro và Galaxy s25",2
"Mình dùng S10e được 5 năm vẫn mượt vẫn OK. Chả hiểu sao có người vẫn bảo IPhone mượt hơn Android. Nếu so sánh thì nên so sánh cùng phân khúc,",1
"Nghĩ sao ip lúc ra thì 30x 40 50 60 70x(chưa khi nào rẽ & trung  mà chỉ có 1 loại cao cấp nên giá cao) 
Android thì từ rẻ đến cao 1,5->40x nên không rành về đt hoặc tiếc tiền bệnh sĩ thì dễ mua lầm, có xài thì mua con android cao cấp chạy chip mạnh cho đáng đồng tiền mà dùng, có so thì nên suy nghĩ 😂😂.",0
Con Oneplus 8T One 11 One Ace2 chạy snap8x xài tới giờ êm ru nhanh mượt có sao đâu. Trừ khi không rành mua trúng mấy con trung cấp xài chip yếu mới bị giật lag theo năm tháng,2
.,2
"Hello anh Dương,
Em xin phép nhờ anh tư vấn giúp: em đang cân nhắc mua điện thoại làm quà cho ba, giữa Samsung Galaxy S24 FE 5G (8/128 GB) và Samsung Galaxy A56 5G (8/128 GB). Do ba thường xuyên chụp ảnh và quay video bất động sản, em mong muốn chọn chiếc máy có camera tốt, và pin tốt.
Anh có thể cho em lời khuyên nên chọn mẫu nào được không ạ? Em cảm ơn anh.",1
"Tóm lại 1 câu thế này tiền ít mà muốn mượt mà như iphone thì mua điện thoại xách tay các hiệu như IQOO Realme OnePlus Redmi còn nếu nhiều tiền muốn mua chính hãng mượt mà như iphone thì nên mua dòng S trở lên của Samsung và Xiaomi 15 17 OPPO Find X series Vivo X200 X300 v.v, đừng mua mấy con dòng M của Samsung và Oppo dòng Y rồi đổ lỗi máy android nhanh tã lag này nọ",0
đèo mẹ iphone toàn đắt x3 Android thì nó chả giật hơn à,0
so sánh điểm P/P thì chắc dòng poco nhất r nhỉ,1
"Dùng flagship cao cấp của Tàu như vivo x200 pro, oppo find x8 pro xem có lag ko, thậm chí còn mượt hơn iphone ấy",2
❤❤,2
Mình dùng 2 đời readmi note cũng Android thấy ổn mà,2
"ip16prm lướt cmt fb giật ,vào game văng đây 😂😂 máy nào cũng có lỗi mà ít hay nhiều thôi các b à",0
Giờ bỏ 3tr mua cái ip8plus cũ. Và bỏ 5tr mua máy androi mới về dùng là hiểu. Cái máy dùng 8 năm và cái máy mới. T cam đoan hai năm sau con androi nó lag vãi cức về bàn phím ... còn con ip 8plus vẫn mượt mà . Ip nó chỉ lag khi hỏng nó còn sáng màn thì vẫn ko lag nếu tác vụ thông thường. Mấy con androi gọi đến khéo vuốt nghe ko nổi 😂,0
"xài Android 1 lần duy nhất là Google Galaxy NEXUS 4 , chắc cũng thuộc phân khúc cao cấp thời đó . Rồi mình rút ra kết luận có cho tiền cũng không bao giờ, không bao giờ quay lại Android 1 lần nào nữa .",0
"chào a Dương đẹp trai , anh nghĩ sao về việc mua máy lock ở thời điểm hiện tai khi mà cùng  1 mức ggiá thay vì mua 14,15 promax qt thì mình có thể mua đc 15,16 max . e nghe nói việc sóng sánh trên máy lock hiện tại rất ok . Có nên đánh đổi để trải nghiệm những đời máy cao hơn k ạ . Em cảm ơn !",2
K30 Ultra chạy 1000+ ra từ 2020 tôi xài hơn 2 năm tới giờ vẫn còn mượt chán,2
"Android xài cỡ 2 3 năm là giật lag, đúng, nhưng đó là chuyện của những năm 2018 2020, lúc đó mình xài con samsung galaxy đc 1 năm là nó giật giật, còn giờ thì khác r, android tầm 5tr là dùng tẹt bô r",0
"Anh Dương cho e hỏi là mình nên đợi Xiaomi 17 ra chính hãng rồi mua hay là mua Xiaomi 15 ạ. Nhu cầu của e là tầm 20, màn đẹp, pin trâu, sạc nhanh, loa ổn, mạnh, chụp ảnh đẹp, màn nhỏ, chính hãng. Và Xiaomi 17 khi về chính hãng thì tầm 20 không ạ. E cảm ơn ạ",2
ok,2
"cháu chào chú, cháu đang tính đến tết nên mua mi13 pro hay x90s về vừa chơi game vừa chụp ảnh ạ ( cháu thích màu của leica nhưng cũng thích origin os của vivo) ko bt nên chọn máy nào đây ạ",1
Mua ip được cái trãi nghiệm ng dùng đáp ứng tốt. iOS phục vụ mấy cái tiểu tiết nhỏ nhặt.  Linh kiện thay thế nhiều và rẽ nên hư hỏng không đau ví lắm. Chứ mấy con android đặc biệt là samsung thì thay cái màn hình là xỉu ngang.,2
"Anh Dương nghĩ sao về tình trạng tróc sơn của iPhone 17 series năm nay ạ, em đang phân 17 pro mà đọc nhiều review kiểu vậy chắc phải xuống 16 prm cho bền mất. Chúc anh và gia đình có thật nhiều sức khoẻ !",2
Từng dùng con s23 ultra bị sọc màn và từ ấy sang ip hẳn luôn,0
"Là 1 người dùng cả 2 dòng iphone và androi. Mình thấy androi chỉ để chơi game cày cuốc, iphone để chơi game kĩ năng cần độ phản hồi từ màn hình đến ngón tay nhanh. Dùng các gaming phone đời mới nhất rồi mà cảm giác vuốt chơi game kĩ năng như liên quân vẫn thua con iphone 8 plus luôn. Ko nói về tần số quét màn hình nha.",1
Xài samsung chưa biết lag là gì,0
200k thôi mua đc đt Android rồi,2
"cháu chào chú Dương,hiện nay cháu đang có nhu cầu muốn mua máy tính bảng phục vụ cho học tập cũng như giải trí nhẹ nhàng tài chính 4 triệu đổ xuống thì nên mua loại máy nào ạ,mong chú tư vấn,chúc chú nhiều sức khoẻ",1
u24utral lag vc trong khi mua 15prm h vẫn sài ngon mượt nên thoi bớt cãi,0
Mua con note 10 plus cuối năm 2019 đầu 2020 tới giờ vẫn ngon chán... Xui bữa đi mưa bị chết màn nên bỏ luôn thôi chứ ko vẫn dùng tốt 😂😂,2
"iPhone giờ cũng giật lắc, cũng treo máy, cũng đột ngột văng App khi sử dụng. Nên đừng lấy ip ra so sánh nữa 😂",0
"Chào anh Dương, cho em hỏi nếu là lần đầu mua điện thoại hoặc máy tính bảng, nên mua gì trước ạ. Em tính mua redmi note 13 pro 5g, nội địa up rom, hay là redmi pad pro ạ. Em học sinh, giải trí nhẹ, xem phim, lướt web, chơi game… Hoặc anh tư vấn giúp em những option 5 triệu khác nhé ạ. Chúc anh nhiều sức khoẻ!",1
Công bằnh mà nói thì cao cấp androi ngon thiệt . nhưng vì là hdh androi vẫn có vài cái lỗi vặt hay khựng nhẹ nhé,0
Xài thử redmagic xem. Lag giật đâu đấy.,0
ai đã dùng qua xiaomi k20 thì sẽ biết tới giờ nó vẫn còn ngon chán.,2
Em đang phân vân nên mua s24 thường củ hay poco x7pro thì lựa chọn nào thì hợp lý ạ! Mong anh hổ trợ,1
12tr chính hãng nên mua gì vậy mn,2
"Anh ơi em muốn mua điện thoại tặng mẹ vào dịp cuối năm nay, em đang phân vân  giữa A36 newseal với s22+ cũ( anh có lựa chọn nào tốt hơn thì gợi ý giúp em với) vì mẹ em cũng sử dụng cơ bản nhưng em muốn chọn một con máy hỗ trợ lâu dài tầm 3-4 năm nữa ạ em cảm ơn anh",2
5 triệu so với 30.chưa dùng sam 20vtr,2
1 điều là iPhone thua xa android là pin. VD con reno 2f mua hời 2020 giờ vẫn sài tốt. iPhone 16 pro pin đã chai. Chơi game máy nóng màng hình tối thui,2
Sony thì ít lỗi nhưng ko có nhiều tính năng đặc sắc thôi. Cảm giác hệ điều hành khá thuần google. Bạn mua hàng nhập từ hàn thì nhiều ứng dụng rác phải xóa bớt đi thôi. Giá ban đầu thì hơi cao nhưng mua cũ giá thấp quá rồi mua cũng đc.,1
Chào anh Dương cho em hỏi em đang dùng ssA35 giờ em muốn. Đổi qua oppo a6pro anh so sánh dùm em nhu cầu của em nghe goi lướt febook xem phim giải trí  chuc a nhiều sưc khỏe,2
"Đang xài con Xiaomi giá rẻ 5 củ, cảm giác trải nghiệm còn thích hơn con 11 PRM năm 2019 mua 28tr5",2
E vẫn đang dùng iPhone 7 mua 2016.,2
"Chào Anh, xem anh đã lâu, hnay mong anh cho lên tivi. Em muốn tìm một chiếc điện thoại tầm 10tr đổ xuống, máy mới hàng chính hãng, chip ngon, camera đủ dùng(đa dụng thì tốt, không cần đẹp), pin trâu. Cảm ơn anh, chúc anh và gia đình nhiều sức khỏe!",2
"Mong chú Dương cho cháu lên kênh ạ!😁Chú Dương và mọi người tư vấn cho cháu một con điện thoại dưới 10tr, camera ngon, hiệu năng khá, không giật lag để cháu mua làm điện thoại chính! Nếu chính hãng thì tốt, nếu xách tay thì có bảo hành để cháu khỏi lo! Cảm ơn chú và mng, chúc kênh sớm đạt 3tr subs!",2
"Chào anh, nhờ anh tư vấn em 1 chiếc điện thoại 12tr đổ xuống, máy mới (chính hãng hay xách tay đều đc), toàn diện nhất phân khúc từ hiệu năng, camera... Cảm ơn anh, chúc anh và ekip nhiều sức khỏe!",2
"em đang phân vân giữa xiaomi 15t pro và oppo find x8 thì nên chọn máy nào ạ? nhu cầu là màn đẹp và sạc nhanh thôi ạ, không chơi game nhiều",1
"Mình mua con Pocophone F1 giá 7,9tr dùng từ tháng 10/2018 đến giờ vẫn ngon mới thay 1 quả pin 300k.",2
tầm tiền trên 10tr thì có nhiều trải nghiệm hơn khi dùng iphone. dòng Adroid thì mình vẫn thích dùng xiaomi,2
"Ip16 mới sạc 200 lần mà 2 ngày pin tuột từ 100 xuống 99 rồi 98 thì pin có bị s ko ạ, sạc chính hãng hàng mới",1
Sao tui thấy xài đt khoảng 3 năm đổi cái là vừa. Mua Android xài cho tiếc kiệm sạc nhanh. Xài ok mà ta,2
Tui mua vivox200 xài lang như cut,0
"cho mình hỏi mình mua điện thoại cho mẹ nên chọn dòng quốc tế mới, tài chính dưới 5tr mình thấy ở dienthoaihay có samsung a73 giá 4tr5. Vậy tầm này a73 là cân bằng nhất chưa.Mình cảm ơn.",1
"mình hối hận khi bỏ gần 30tr mua 16prm, trong khi hôm nay mua cho vợ con vivo x200s, bật camera lên muốn quăng iphone thật sự,!..sạc thì lâu, lên ios 26 thi pin tuột nhanh, nếu thích apple vì iphone thì ko đúng, chỉ vì hệ sinh thái iphone, imac, macbook....còn lại thì theo cá nhân mình iphone hiện tại thua các hãng kia rồi",0
"sony chỉ  cần né dòng 5mx, với mấy con snap 888, 8 gen1, chứ cầm mấy con sony mà dùng trần đã lắm, thương hiệu sony vẫn là một cái gì đó nam tính",0
"Em chào anh ạ
Anh tư vấn giúp em Tầm 30tr thì nên mua iPhone 16 prm không anh hay điện thoại android nào tốt hơn ạ. Em cảm ơn ạ, mong anh rep.",2
"Trước từng dùng con huawei y9 2019. Đúng duy nhất cái dt đó dùng lâu nhất, tới 2023 mới hỏng màn do cu con làm hỏng. Andr nó rẻ  nên dễ tiếp cận người nghèo. Với lại do số lượng nó sx quá nhiều mẫu mã nên rất nhiều máy bị tình trạng chung là hệ dh lỏ. Chứ thử andr chỉ có duy nhất 1 hãng làm giống như ip xem. Chưa biết cái nào hơn cái nào😂",0
